
expiry	strike	type	symbol	time	askclose	askhigh	asklow	askopen	asksize	bidclose	bidhigh	bidlow	bidopen	bidsize	close	high	low	open	volume
0	2024-06-21	17900.0	Call	NDX YJHRU9HAGJAM|NDX 31	2023-12-29 17:00:00	501.00	519.20	499.10	504.30	1.0	490.70	494.40	477.60	492.90	3.0	495.850	506.800	488.350	498.600	NaN
1	2024-01-05	16520.0	Call	NDXP YEWCQQSJENWU|NDX 31	2023-12-29 16:00:00	347.30	363.50	346.80	353.90	1.0	332.00	341.80	322.90	338.10	1.0	339.650	352.650	334.850	346.000	NaN
2	2024-03-15	13700.0	Call	NDX YGTA13FSWJHQ|NDX 31	2023-12-29 17:00:00	3314.50	3395.90	3314.50	3392.00	1.0	3291.10	3298.90	3215.80	3239.70	1.0	3302.800	3347.400	3265.150	3315.850	NaN
3	2024-09-20	12600.0	Put	NDX 32L3DO7I359NY|NDX 31	2023-12-29 17:00:00	150.60	155.30	147.80	148.70	20.0	138.90	141.70	135.30	140.20	18.0	144.750	148.500	141.550	144.450	NaN
4	2024-09-20	9600.0	Call	NDX YLZDIRDX9ESU|NDX 31	2023-12-29 17:00:00	7562.00	7660.20	7562.00	7636.90	1.0	7530.80	7541.50	7458.00	7478.40	1.0	7546.400	7600.850	7510.000	7557.650	NaN
5	2024-12-20	5900.0	Put	NDX 32NKZCPHD7HYM|NDX 31	2023-12-29 17:00:00	18.20	23.20	18.20	18.20	1.0	7.30	7.30	3.20	7.30	1.0	12.750	15.250	10.700	12.750	NaN
6	2024-01-05	15850.0	Put	NDXP 32E0CW6GNS1ZI|NDX 31	2023-12-29 16:00:00	3.30	18.50	3.30	3.70	8.0	2.40	2.65	0.05	2.30	8.0	2.850	10.575	1.675	3.000	NaN
7	2024-06-21	12400.0	Put	NDX 32ILRZP7E9XYM|NDX 31	2023-12-29 17:00:00	69.40	71.30	68.00	68.60	11.0	64.20	64.20	63.20	63.30	2.0	66.800	67.750	65.600	65.950	NaN
8	2024-03-15	8200.0	Put	NDX 32FXA6J5WPY5Q|NDX 31	2023-12-29 17:00:00	2.50	20.00	2.50	2.80	1.0	1.10	1.10	0.05	0.80	1.0	1.800	10.550	1.275	1.800	NaN
9	2024-03-15	17150.0	Put	NDX 32FXA6QNZ4DN2|NDX 31	2023-12-29 17:00:00	564.50	594.00	560.40	562.00	2.0	558.10	559.20	522.70	554.30	4.0	561.300	576.600	541.550	558.150	NaN
10	2024-03-15	16050.0	Call	NDX YGTA1A6KXQTQ|NDX 31	2023-12-29 17:00:00	1166.90	1250.90	1166.90	1247.70	1.0	1149.20	1157.00	1070.80	1085.20	1.0	1158.050	1203.950	1118.850	1166.450	NaN
11	2024-01-05	19925.0	Call	NDXP YEWCT2QK2L4E|NDX 31	2023-12-29 16:00:00	0.40	2.60	0.40	0.60	7.0	NaN	NaN	NaN	NaN	NaN	0.400	2.600	0.400	0.600	NaN
12	2024-01-05	17975.0	Put	NDXP 32E0CY9R9JQ7I|NDX 31	2023-12-29 16:00:00	1147.60	1224.10	1139.70	1145.80	1.0	1124.30	1124.30	1044.00	1109.10	1.0	1135.950	1174.200	1091.850	1127.450	NaN
13	2024-01-05	13000.0	Call	NDXP YEWCQJ9HCDAM|NDX 31	2023-12-29 16:00:00	3846.60	3944.00	3846.60	3924.80	1.0	3823.40	3831.20	3744.00	3762.90	1.0	3835.000	3887.600	3795.300	3843.850	NaN
14	2024-01-05	13525.0	Call	NDXP YEWCS9C44H2M|NDX 31	2023-12-29 16:00:00	3322.20	3402.40	3322.20	3400.40	1.0	3299.00	3308.00	3222.30	3238.50	1.0	3310.600	3355.200	3272.250	3319.450	NaN
15	2024-06-21	17525.0	Call	NDX YJHRWH5ZY1KE|NDX 31	2023-12-29 17:00:00	667.20	703.10	667.00	673.00	4.0	657.50	661.70	631.00	657.30	2.0	662.350	682.400	649.000	665.150	NaN
16	2024-06-21	15075.0	Put	NDX 32ILS1LW0JTYM|NDX 31	2023-12-29 17:00:00	268.50	275.60	267.80	269.00	12.0	262.60	263.00	256.60	260.50	19.0	265.550	269.300	262.200	264.750	NaN
17	2024-03-15	19275.0	Call	NDX YGTA3JCVHU9A|NDX 31	2023-12-29 17:00:00	16.40	24.60	16.40	17.00	2.0	14.80	14.80	6.50	14.70	2.0	15.600	19.700	11.450	15.850	NaN
18	2024-03-15	12875.0	Call	NDX YGTA2PYFJQ7I|NDX 31	2023-12-29 17:00:00	4117.50	4223.10	4117.50	4204.10	1.0	4093.90	4101.70	4012.60	4042.00	1.0	4105.700	4162.400	4065.050	4123.050	NaN
19	2024-03-15	16825.0	Put	NDX 32FXA8O2W3MNI|NDX 31	2023-12-29 17:00:00	423.40	436.80	420.30	422.40	3.0	418.60	419.60	400.70	414.80	3.0	421.000	428.200	410.500	418.600	NaN
20	2024-01-05	15680.0	Put	NDXP 32E0CW6DUKD5A|NDX 31	2023-12-29 16:00:00	2.65	17.90	2.65	3.00	6.0	1.80	2.00	0.05	1.70	8.0	2.225	9.950	1.350	2.350	NaN
21	2024-06-21	10700.0	Put	NDX 32ILRZP4L294E|NDX 31	2023-12-29 17:00:00	32.30	34.00	31.90	32.50	1.0	28.30	28.60	27.50	28.00	1.0	30.300	31.300	29.700	30.250	NaN
22	2024-06-21	10500.0	Call	NDX YJHRU951VRN2|NDX 31	2023-12-29 17:00:00	6585.60	6683.00	6585.60	6663.60	1.0	6561.40	6570.90	6478.40	6502.40	1.0	6573.500	6626.950	6532.000	6583.000	NaN
23	2024-01-05	15780.0	Call	NDXP YEWCQQGATW9A|NDX 31	2023-12-29 16:00:00	1071.90	1164.30	1071.90	1087.60	1.0	1049.90	1058.10	964.30	1047.80	1.0	1060.900	1111.200	1018.100	1067.700	NaN
