
expiry	strike	type	symbol	time	askclose	askhigh	asklow	askopen	asksize	bidclose	bidhigh	bidlow	bidopen	bidsize	close	high	low	open	volume
0	2024-06-21	17900.0	Call	NDX YJHRU9HAGJAM|NDX 31	2024-01-02 17:00:00	384.60	393.20	380.90	385.50	11.0	377.60	380.90	369.70	374.20	11.0	381.100	387.050	375.300	379.850	NaN
1	2024-09-20	12600.0	Put	NDX 32L3DO7I359NY|NDX 31	2024-01-02 17:00:00	159.40	166.70	159.40	164.10	16.0	152.40	153.60	149.50	151.90	16.0	155.900	160.150	154.450	158.000	NaN
2	2024-03-15	8200.0	Put	NDX 32FXA6J5WPY5Q|NDX 31	2024-01-02 17:00:00	2.00	5.10	2.00	2.00	2.0	1.05	1.05	0.05	1.05	3.0	1.525	3.075	1.025	1.525	NaN
3	2024-01-05	19925.0	Call	NDXP YEWCT2QK2L4E|NDX 31	2024-01-02 16:00:00	0.25	2.25	0.25	0.80	7.0	NaN	NaN	NaN	NaN	NaN	0.250	2.250	0.250	0.800	NaN
4	2024-03-15	16825.0	Put	NDX 32FXA8O2W3MNI|NDX 31	2024-01-02 17:00:00	537.70	559.70	533.70	542.10	3.0	529.90	535.90	507.50	532.30	4.0	533.800	547.800	520.600	537.200	NaN
5	2024-12-20	10300.0	Call	NDX YOGZ79PFWER2|NDX 31	2024-01-02 17:00:00	6745.00	6826.20	6733.20	6810.90	1.0	6714.10	6722.00	6648.00	6652.30	1.0	6729.550	6774.100	6690.600	6731.600	NaN
6	2024-01-05	16590.0	Put	NDXP 32E0CW6SWCTN2|NDX 31	2024-01-02 16:00:00	117.00	126.60	110.10	118.90	3.0	108.90	117.00	101.60	112.30	3.0	112.950	121.800	105.850	115.600	NaN
7	2024-06-21	19800.0	Put	NDX 32ILRZPJMUPM6|NDX 31	2024-01-02 17:00:00	2854.20	2934.40	2847.10	2934.40	1.0	2838.50	2850.40	2759.40	2772.90	1.0	2846.350	2892.400	2803.250	2853.650	NaN
8	2024-06-21	19600.0	Call	NDX YJHRU9K3O84U|NDX 31	2024-01-02 17:00:00	68.50	74.00	67.70	68.20	13.0	64.80	65.10	57.80	64.00	3.0	66.650	69.550	62.750	66.100	NaN
9	2024-06-21	15750.0	Put	NDX 32ILRZVVD3GGE|NDX 31	2024-01-02 17:00:00	439.10	449.60	437.70	443.10	11.0	433.30	436.50	427.80	434.80	1.0	436.200	443.050	432.750	438.950	NaN
