
expiry	strike	type	symbol	time	askclose	askhigh	asklow	askopen	asksize	bidclose	bidhigh	bidlow	bidopen	bidsize	close	high	low	open	volume
0	2023-12-15	9750.0	Call	NDX YEBOCP01483Y|NDX 31	2023-12-07 17:00:00	6271.30	6354.50	6267.30	6299.00	1.0	6260.00	6264.90	6192.50	6254.50	1.0	6265.650	6309.700	6229.900	6276.750	NaN
1	2024-06-21	9900.0	Put	NDX 32ILRZP39FKQ6|NDX 31	2023-12-07 17:00:00	31.90	35.80	31.90	33.10	2.0	28.20	29.50	23.30	28.80	1.0	30.050	32.650	27.600	30.950	NaN
2	2024-06-21	17700.0	Call	NDX YJHRU9GYJV72|NDX 31	2023-12-07 17:00:00	338.40	342.50	337.10	342.40	1.0	330.70	332.70	323.70	332.70	11.0	334.550	337.600	330.400	337.550	NaN
3	2023-12-15	16250.0	Put	NDX 32DFOI7YQBLLA|NDX 31	2023-12-07 17:00:00	299.20	305.50	296.00	296.00	1.0	289.80	292.70	279.10	279.10	1.0	294.500	299.100	287.550	287.550	NaN
4	2024-03-15	10100.0	Put	NDX 32FXA6J91UB3I|NDX 31	2023-12-07 17:00:00	9.90	10.40	9.80	10.10	1.0	8.00	8.50	7.60	8.50	5.0	8.950	9.450	8.700	9.300	NaN
5	2023-12-15	13525.0	Call	NDX YEBOEANKIMPA|NDX 31	2023-12-07 17:00:00	2503.90	2586.50	2500.00	2530.20	1.0	2492.10	2496.80	2424.00	2486.60	1.0	2498.000	2541.650	2462.000	2508.400	NaN
6	2023-12-15	13000.0	Call	NDX YEBOCKKXQIXA|NDX 31	2023-12-07 17:00:00	3027.80	3094.60	3023.90	3053.30	1.0	3015.90	3020.60	2932.00	3010.40	1.0	3021.850	3057.600	2977.950	3031.850	NaN
7	2024-09-20	17800.0	Call	NDX YLZDIRRHGUUM|NDX 31	2023-12-07 17:00:00	561.80	578.70	560.30	578.70	12.0	547.30	549.10	533.50	539.30	12.0	554.550	563.900	546.900	559.000	NaN
8	2023-12-08	16330.0	Call	NDXP YE4S84GO56HA|NDX 31	2023-12-07 16:00:00	4.10	4.60	3.90	4.60	8.0	3.30	4.00	3.20	4.00	10.0	3.700	4.300	3.550	4.300	NaN
9	2023-12-08	15975.0	Call	NDXP YE4S9YCKNDKE|NDX 31	2023-12-07 16:00:00	96.70	107.10	90.30	102.00	1.0	87.40	96.20	81.60	96.20	1.0	92.050	101.650	85.950	99.100	NaN
10	2023-12-08	16030.0	Put	NDXP 32D8SDKAWSYDQ|NDX 31	2023-12-07 16:00:00	85.20	93.70	82.20	82.20	2.0	82.30	85.00	72.20	77.80	2.0	83.750	89.350	77.200	80.000	NaN
11	2023-12-08	17225.0	Put	NDXP 32D8SFK2I3KOE|NDX 31	2023-12-07 16:00:00	1221.40	1307.80	1217.40	1229.50	1.0	1209.20	1213.10	1107.50	1184.30	1.0	1215.300	1260.450	1162.450	1206.900	NaN
12	2023-12-15	16520.0	Call	NDX YEBOCS3ZSTJI|NDX 31	2023-12-07 17:00:00	21.70	23.60	21.20	23.00	7.0	20.40	21.90	18.90	21.90	7.0	21.050	22.750	20.050	22.450	NaN
13	2023-12-15	15700.0	Put	NDX 32DFOI17YAE9A|NDX 31	2023-12-07 17:00:00	55.50	62.70	54.90	55.00	6.0	53.20	54.90	46.30	52.20	18.0	54.350	58.800	50.600	53.600	NaN
14	2023-12-15	15340.0	Put	NDX 32DFOI7JOJ53I|NDX 31	2023-12-07 17:00:00	15.80	16.50	15.70	15.70	8.0	14.70	15.20	14.40	14.80	17.0	15.250	15.850	15.050	15.250	NaN
15	2023-12-15	14175.0	Put	NDX 32DFOJTM9Q06M|NDX 31	2023-12-07 17:00:00	2.75	2.85	2.65	2.70	11.0	1.95	2.15	1.80	2.10	12.0	2.350	2.500	2.225	2.400	NaN
16	2024-03-15	19200.0	Put	NDX 32FXA6JO3MRLA|NDX 31	2023-12-07 17:00:00	2941.40	3026.00	2936.70	2947.20	1.0	2928.80	2932.80	2826.60	2902.30	1.0	2935.100	2979.400	2881.650	2924.750	NaN
17	2024-03-15	14375.0	Put	NDX 32FXA8CTPFLNY|NDX 31	2023-12-07 17:00:00	133.60	139.40	132.10	132.60	7.0	129.60	130.10	123.20	127.90	12.0	131.600	134.750	127.650	130.250	NaN
18	2023-12-08	15420.0	Call	NDXP YE4S841MCPZI|NDX 31	2023-12-07 16:00:00	595.70	618.70	591.70	618.70	2.0	583.80	589.20	568.30	579.60	1.0	589.750	603.950	580.000	599.150	NaN
19	2024-03-15	13725.0	Call	NDX YGTA2TV0886M|NDX 31	2023-12-07 17:00:00	2552.90	2634.00	2549.20	2583.10	1.0	2541.10	2546.00	2474.40	2539.90	1.0	2547.000	2590.000	2511.800	2561.500	NaN
20	2023-12-08	15120.0	Put	NDXP 32D8SDJVV0HVY|NDX 31	2023-12-07 16:00:00	0.70	0.80	0.65	0.70	11.0	0.10	0.25	0.10	0.25	12.0	0.400	0.525	0.375	0.475	NaN
21	2023-12-08	16500.0	Call	NDXP YE4S7XPW3Z5A|NDX 31	2023-12-07 16:00:00	1.45	1.65	1.15	1.55	12.0	0.95	1.15	0.95	1.15	11.0	1.150	1.300	1.150	1.300	13.0
22	2023-12-08	13500.0	Put	NDXP 32D8SDDK4RR1Q|NDX 31	2023-12-07 16:00:00	0.10	0.10	0.10	0.10	19.0	0.05	0.05	0.05	0.05	2.0	0.060	0.060	0.060	0.060	1.0
23	2023-12-15	16690.0	Call	NDX YEBOCS6T0IDQ|NDX 31	2023-12-07 17:00:00	10.30	10.90	10.00	10.90	18.0	9.40	10.10	9.30	10.10	3.0	10.000	10.000	10.000	10.000	1.0
24	2023-12-15	6600.0	Put	NDX 32DFOI0SWHXRI|NDX 31	2023-12-07 17:00:00	1.05	1.05	0.35	0.45	2.0	NaN	NaN	NaN	NaN	NaN	1.050	1.050	0.350	0.450	NaN
25	2024-03-15	14500.0	Call	NDX YGTA13H4J7VY|NDX 31	2023-12-07 17:00:00	1854.90	1938.20	1851.50	1883.50	1.0	1843.70	1848.70	1765.70	1837.70	1.0	1849.300	1893.450	1808.600	1860.600	NaN
26	2024-03-15	17500.0	Put	NDX 32FXA6JLAF2R2|NDX 31	2023-12-07 17:00:00	1383.50	1399.20	1379.90	1399.20	1.0	1372.60	1375.90	1345.40	1345.40	1.0	1378.050	1387.550	1362.650	1372.300	NaN
27	2024-09-20	13400.0	Put	NDX 32L3DO7JERY26|NDX 31	2023-12-07 17:00:00	288.30	292.40	288.10	290.70	13.0	277.40	278.00	273.80	274.50	13.0	282.850	285.200	280.950	282.600	NaN
28	2023-12-15	13225.0	Put	NDX 32DFOJP95O19Q|NDX 31	2023-12-07 17:00:00	1.50	1.80	1.40	1.45	14.0	0.75	0.95	0.75	0.85	11.0	1.125	1.375	1.075	1.150	NaN
29	2023-12-15	14475.0	Call	NDX YEBOEF0OKLM6|NDX 31	2023-12-07 17:00:00	1556.60	1639.90	1552.70	1583.30	1.0	1544.90	1549.60	1462.00	1539.70	1.0	1550.750	1594.750	1507.350	1561.500	NaN
30	2024-09-20	10400.0	Call	NDX YLZDIRF8W372|NDX 31	2023-12-07 17:00:00	6043.70	6126.20	6039.90	6126.20	1.0	6020.70	6026.10	5958.60	5969.20	1.0	6032.200	6076.150	5999.250	6047.700	NaN
31	2023-12-08	11775.0	Put	NDXP 32D8SEV167FJI|NDX 31	2023-12-07 16:00:00	0.30	20.00	0.30	0.35	1.0	NaN	NaN	NaN	NaN	NaN	0.300	20.000	0.300	0.350	NaN
32	2023-12-08	11950.0	Call	NDXP YE4S82G8EKUM|NDX 31	2023-12-07 16:00:00	4063.20	4151.90	4059.20	4089.10	1.0	4051.80	4057.70	3976.60	4043.10	1.0	4057.500	4104.800	4017.900	4066.100	NaN
33	2023-12-08	15025.0	Call	NDXP YE4S9TZGLENI|NDX 31	2023-12-07 16:00:00	990.30	1074.40	986.40	1013.90	1.0	978.40	983.20	893.80	973.40	1.0	984.350	1028.800	940.100	993.650	NaN
34	2023-12-08	15290.0	Put	NDXP 32D8SDJYO86Q6|NDX 31	2023-12-07 16:00:00	0.80	0.95	0.75	0.80	11.0	0.20	0.35	0.20	0.35	12.0	0.500	0.650	0.475	0.575	NaN
35	2023-12-08	17850.0	Put	NDXP 32D8SDL50DVDA|NDX 31	2023-12-07 16:00:00	1845.70	1931.70	1841.80	1853.40	1.0	1834.00	1838.00	1728.50	1795.20	1.0	1839.850	1884.850	1785.150	1824.300	NaN
36	2023-12-08	18175.0	Put	NDXP 32D8SFOFM5JLA|NDX 31	2023-12-07 16:00:00	2170.30	2258.00	2166.00	2179.20	1.0	2159.00	2162.90	2058.00	2119.90	1.0	2164.650	2210.450	2112.000	2149.550	NaN
37	2023-12-08	15200.0	Put	NDXP 32D8SDDMXZFVY|NDX 31	2023-12-07 16:00:00	0.75	0.85	0.70	0.75	12.0	0.15	0.30	0.15	0.30	12.0	0.450	0.575	0.425	0.525	NaN
38	2023-12-15	15780.0	Call	NDX YEBOCRRR81VY|NDX 31	2023-12-07 17:00:00	322.30	335.50	319.40	335.50	1.0	312.60	319.50	307.10	319.50	1.0	317.450	327.500	313.250	327.500	NaN
39	2024-06-21	11600.0	Put	NDX 32ILRZP62N9KE|NDX 31	2023-12-07 17:00:00	71.00	78.20	70.60	71.10	11.0	66.80	67.00	62.20	66.10	11.0	68.900	72.600	66.400	68.600	NaN
40	2024-06-21	8600.0	Call	NDX YJHRU91WREPA|NDX 31	2023-12-07 17:00:00	7630.30	7713.10	7626.40	7713.10	1.0	7614.50	7619.10	7540.60	7550.70	1.0	7622.400	7666.100	7583.500	7631.900	NaN
41	2023-12-15	16080.0	Put	NDX 32DFOI7VX3WR2|NDX 31	2023-12-07 17:00:00	189.60	196.50	185.80	186.60	2.0	186.20	189.10	177.40	181.20	2.0	187.900	192.800	181.600	183.900	NaN
42	2024-06-21	19000.0	Put	NDX 32ILRZOQ16XXQ|NDX 31	2023-12-07 17:00:00	2593.40	2665.30	2589.40	2651.00	1.0	2578.80	2582.40	2496.40	2496.40	1.0	2586.100	2623.850	2542.900	2573.700	NaN
43	2023-12-08	16160.0	Call	NDXP YE4S84DUXHN2|NDX 31	2023-12-07 16:00:00	21.30	31.20	20.10	24.40	8.0	19.40	22.20	12.30	22.20	8.0	20.350	26.700	16.200	23.300	NaN
44	2024-03-15	13425.0	Put	NDX 32FXA88GLDMR2|NDX 31	2023-12-07 17:00:00	65.40	65.90	64.90	64.90	12.0	62.20	62.60	62.20	62.40	17.0	63.800	64.250	63.550	63.650	NaN
