
expiry	strike	type	symbol	time	askclose	askhigh	asklow	askopen	asksize	bidclose	bidhigh	bidlow	bidopen	bidsize	close	high	low	open	volume
0	2024-03-15	8900.0	Call	NDX YGTA137V4H4E|NDX 31	2023-11-27 17:00:00	7197.40	7214.90	7194.40	7214.90	1.0	7184.40	7185.80	7172.10	7172.10	1.0	7190.900	7200.350	7183.250	7193.500	NaN
1	2024-06-21	13100.0	Call	NDX YJHRU99COGXA|NDX 31	2023-11-27 17:00:00	3382.30	3458.30	3379.00	3410.20	1.0	3369.00	3371.50	3291.50	3342.90	1.0	3375.650	3414.900	3335.250	3376.550	NaN
2	2023-12-01	14525.0	Put	NDXP 32D1WAK3SGL7Y|NDX 31	2023-11-27 16:00:00	1.45	1.55	1.25	1.35	17.0	0.95	0.95	0.55	0.80	13.0	1.200	1.250	0.900	1.075	NaN
3	2023-12-15	10925.0	Call	NDX YEBODYPKSEB2|NDX 31	2023-11-27 17:00:00	5075.00	5094.00	5071.00	5094.00	1.0	5060.90	5062.40	5051.10	5051.10	1.0	5067.950	5078.200	5061.050	5072.550	NaN
4	2023-12-01	17700.0	Put	NDXP 32D1W8Q6WAIZY|NDX 31	2023-11-27 16:00:00	1731.00	1747.80	1728.70	1747.80	3.0	1715.60	1720.10	1700.50	1700.50	3.0	1723.300	1733.950	1714.600	1724.150	NaN
5	2023-12-01	15540.0	Put	NDXP 32D1W8WIMJ9U6|NDX 31	2023-11-27 16:00:00	8.60	8.70	8.40	8.60	21.0	7.80	7.90	7.60	7.70	15.0	8.200	8.300	8.000	8.150	NaN
6	2024-06-21	14800.0	Call	NDX YJHRU9C5W5RI|NDX 31	2023-11-27 17:00:00	1961.40	2040.80	1957.60	1962.00	1.0	1948.40	1951.40	1878.80	1943.90	1.0	1954.900	1996.100	1918.200	1952.950	NaN
7	2023-12-15	7000.0	Call	NDX YEBOCKJY0IMM|NDX 31	2023-11-27 17:00:00	8987.30	9023.60	8983.40	9014.30	1.0	8973.80	8975.40	8963.70	8963.70	1.0	8980.550	8999.500	8973.550	8989.000	NaN
8	2024-03-15	16550.0	Put	NDX 32FXA6QE1WAOE|NDX 31	2023-11-27 17:00:00	748.50	764.00	747.40	749.40	3.0	739.90	742.90	724.30	739.60	2.0	744.200	753.450	735.850	744.500	NaN
9	2023-12-15	16325.0	Put	NDX 32DFOK3HU9MCU|NDX 31	2023-11-27 17:00:00	400.30	405.70	398.50	403.40	2.0	390.10	393.00	385.70	385.70	2.0	395.200	399.350	392.100	394.550	NaN
10	2023-12-15	16360.0	Put	NDX 32DFOI80JTA4U|NDX 31	2023-11-27 17:00:00	426.20	431.50	424.50	429.10	2.0	415.70	418.20	411.40	412.80	2.0	420.950	424.850	417.950	420.950	NaN
