
expiry	strike	type	symbol	time	askclose	askhigh	asklow	askopen	asksize	bidclose	bidhigh	bidlow	bidopen	bidsize	close	high	low	open	volume
0	2023-12-15	9750.0	Call	NDX YEBOCP01483Y|NDX 31	2023-12-14 17:00:00	6812.30	6899.20	6803.80	6842.60	2.0	6766.90	6766.90	6676.00	6752.20	1.0	6789.600	6833.050	6739.900	6797.400	NaN
1	2024-06-21	9900.0	Put	NDX 32ILRZP39FKQ6|NDX 31	2023-12-14 17:00:00	25.00	31.80	24.90	25.00	4.0	21.40	21.40	21.20	21.30	4.0	23.200	26.600	23.050	23.150	NaN
2	2024-06-21	17700.0	Call	NDX YJHRU9GYJV72|NDX 31	2023-12-14 17:00:00	472.10	492.70	469.00	476.60	11.0	463.20	471.90	450.50	464.40	19.0	467.650	482.300	459.750	470.500	NaN
3	2023-12-15	16250.0	Put	NDX 32DFOI7YQBLLA|NDX 31	2023-12-14 17:00:00	1.95	10.70	1.85	2.30	3.0	1.35	1.60	1.00	1.45	4.0	1.650	6.150	1.425	1.875	NaN
4	2024-03-15	10100.0	Put	NDX 32FXA6J91UB3I|NDX 31	2023-12-14 17:00:00	7.70	7.90	7.50	7.80	4.0	5.50	5.70	4.90	5.20	5.0	6.600	6.800	6.200	6.500	NaN
5	2023-12-15	13525.0	Call	NDX YEBOEANKIMPA|NDX 31	2023-12-14 17:00:00	3036.50	3128.40	3030.30	3083.50	2.0	2993.70	2993.70	2903.20	2978.70	1.0	3015.100	3061.050	2966.750	3031.100	NaN
6	2023-12-15	13000.0	Call	NDX YEBOCKKXQIXA|NDX 31	2023-12-14 17:00:00	3562.00	3654.50	3562.00	3594.60	1.0	3504.20	3504.20	3503.70	3503.70	1.0	3533.100	3579.350	3532.850	3549.150	NaN
7	2024-09-20	17800.0	Call	NDX YLZDIRRHGUUM|NDX 31	2023-12-14 17:00:00	720.90	736.30	713.90	722.40	3.0	705.30	715.30	688.90	704.20	3.0	713.100	725.800	701.400	713.300	NaN
8	2023-12-15	16520.0	Call	NDX YEBOCS3ZSTJI|NDX 31	2023-12-14 17:00:00	48.00	63.80	43.40	54.00	1.0	38.20	55.90	36.20	49.50	2.0	44.550	45.650	44.550	45.650	10.0
9	2023-12-15	15700.0	Put	NDX 32DFOI17YAE9A|NDX 31	2023-12-14 17:00:00	1.55	10.40	1.25	1.80	4.0	1.00	1.15	0.05	1.10	4.0	1.070	1.070	1.070	1.070	20.0
10	2023-12-15	15340.0	Put	NDX 32DFOI7JOJ53I|NDX 31	2023-12-14 17:00:00	1.00	9.90	0.95	1.30	4.0	0.45	0.60	0.05	0.60	4.0	0.725	5.250	0.500	0.950	NaN
11	2023-12-15	14175.0	Put	NDX 32DFOJTM9Q06M|NDX 31	2023-12-14 17:00:00	0.30	20.00	0.25	0.45	4.0	0.05	0.05	0.05	0.05	1.0	0.175	10.025	0.150	0.250	NaN
12	2024-03-15	19200.0	Put	NDX 32FXA6JO3MRLA|NDX 31	2023-12-14 17:00:00	2445.40	2516.70	2424.60	2510.00	1.0	2430.20	2432.40	2294.20	2348.10	1.0	2437.800	2474.550	2359.400	2429.050	NaN
13	2024-03-15	14375.0	Put	NDX 32FXA8CTPFLNY|NDX 31	2023-12-14 17:00:00	73.60	79.00	72.20	73.30	12.0	70.10	70.40	63.20	68.40	12.0	71.850	74.700	67.700	70.850	NaN
14	2024-03-15	13725.0	Call	NDX YGTA2TV0886M|NDX 31	2023-12-14 17:00:00	3027.10	3132.80	3025.00	3125.20	1.0	3012.30	3033.10	2937.30	2954.90	1.0	3019.700	3082.950	2981.150	3040.050	NaN
15	2023-12-15	16690.0	Call	NDX YEBOCS6T0IDQ|NDX 31	2023-12-14 17:00:00	3.40	5.20	3.00	4.60	2.0	2.60	4.00	1.25	3.70	3.0	4.030	4.030	3.990	3.990	2.0
16	2023-12-15	6600.0	Put	NDX 32DFOI0SWHXRI|NDX 31	2023-12-14 17:00:00	19.80	20.00	0.45	0.55	1.0	NaN	NaN	NaN	NaN	NaN	19.800	20.000	0.450	0.550	NaN
17	2024-03-15	14500.0	Call	NDX YGTA13H4J7VY|NDX 31	2023-12-14 17:00:00	2296.50	2388.60	2294.40	2330.00	1.0	2282.30	2302.30	2207.30	2269.90	1.0	2289.400	2345.450	2250.850	2299.950	NaN
18	2024-03-15	17500.0	Put	NDX 32FXA6JLAF2R2|NDX 31	2023-12-14 17:00:00	958.30	1029.20	943.10	979.40	2.0	947.40	949.20	873.50	907.90	2.0	952.850	989.200	908.300	943.650	NaN
19	2024-09-20	13400.0	Put	NDX 32L3DO7JERY26|NDX 31	2023-12-14 17:00:00	216.90	220.50	212.20	214.90	10.0	206.70	207.00	204.30	205.20	10.0	211.800	213.750	208.250	210.050	NaN
20	2023-12-15	13225.0	Put	NDX 32DFOJP95O19Q|NDX 31	2023-12-14 17:00:00	19.80	20.00	0.05	0.05	1.0	0.05	0.05	0.05	0.05	2.0	0.050	0.050	0.050	0.050	43.0
21	2023-12-15	14475.0	Call	NDX YEBOEF0OKLM6|NDX 31	2023-12-14 17:00:00	2087.00	2181.80	2087.00	2125.80	2.0	2028.50	2028.50	2028.50	2028.50	2.0	2057.750	2105.150	2057.750	2077.150	NaN
22	2024-09-20	10400.0	Call	NDX YLZDIRF8W372|NDX 31	2023-12-14 17:00:00	6529.40	6609.30	6527.00	6609.30	1.0	6508.00	6529.30	6443.60	6443.60	1.0	6518.700	6569.300	6485.300	6526.450	NaN
23	2023-12-15	15780.0	Call	NDX YEBOCRRR81VY|NDX 31	2023-12-14 17:00:00	772.60	792.40	770.90	786.10	1.0	736.40	754.50	731.20	745.50	1.0	754.500	773.450	751.050	765.800	NaN
24	2024-06-21	11600.0	Put	NDX 32ILRZP62N9KE|NDX 31	2023-12-14 17:00:00	52.10	58.10	51.70	52.60	2.0	48.20	48.20	42.10	46.50	2.0	50.150	53.150	46.900	49.550	NaN
25	2024-06-21	8600.0	Call	NDX YJHRU91WREPA|NDX 31	2023-12-14 17:00:00	8137.70	8216.40	8135.50	8216.40	1.0	8121.50	8142.80	8051.80	8055.10	1.0	8129.600	8179.600	8093.650	8135.750	NaN
26	2023-12-15	16080.0	Put	NDX 32DFOI7VX3WR2|NDX 31	2023-12-14 17:00:00	1.80	10.60	1.60	2.10	4.0	1.25	1.35	0.05	1.30	4.0	1.525	5.975	0.825	1.700	NaN
27	2024-06-21	19000.0	Put	NDX 32ILRZOQ16XXQ|NDX 31	2023-12-14 17:00:00	2136.10	2211.00	2117.80	2204.80	1.0	2121.80	2124.00	2035.40	2046.40	1.0	2128.950	2167.500	2076.600	2125.600	NaN
28	2024-03-15	14675.0	Call	NDX YGTA2Y84A73I|NDX 31	2023-12-14 17:00:00	2135.30	2240.30	2133.30	2238.30	1.0	2121.20	2141.10	2046.30	2096.00	1.0	2128.250	2190.700	2089.800	2167.150	NaN
29	2024-03-15	13425.0	Put	NDX 32FXA88GLDMR2|NDX 31	2023-12-14 17:00:00	38.60	38.60	37.80	38.00	14.0	36.10	36.10	34.30	34.60	11.0	37.350	37.350	36.050	36.300	NaN
30	2023-12-15	15950.0	Call	NDX YEBOCRUKFQQ6|NDX 31	2023-12-14 17:00:00	602.90	624.10	599.90	616.30	1.0	567.90	585.00	560.30	575.20	1.0	585.400	604.550	580.100	595.750	NaN
31	2024-03-15	7100.0	Call	NDX YGTA134VYG8E|NDX 31	2023-12-14 17:00:00	9512.80	9602.20	9510.60	9590.00	1.0	9497.20	9518.40	9420.90	9428.10	1.0	9505.000	9560.300	9465.750	9509.050	NaN
32	2023-12-15	10050.0	Put	NDX 32DFOI54702Z2|NDX 31	2023-12-14 17:00:00	19.80	20.00	0.45	0.55	1.0	NaN	NaN	NaN	NaN	NaN	19.800	20.000	0.450	0.550	NaN
