
expiry	strike	type	symbol	time	askclose	askhigh	asklow	askopen	asksize	bidclose	bidhigh	bidlow	bidopen	bidsize	close	high	low	open	volume
0	2023-12-15	9750.0	Call	NDX YEBOCP01483Y|NDX 31	2023-12-08 17:00:00	6342.90	6422.70	6336.80	6384.00	1.0	6330.80	6334.50	6260.80	6323.90	1.0	6336.850	6378.600	6298.800	6353.950	NaN
1	2024-06-21	9900.0	Put	NDX 32ILRZP39FKQ6|NDX 31	2023-12-08 17:00:00	29.70	37.00	29.60	33.50	2.0	26.00	26.90	20.90	24.00	1.0	27.850	31.950	25.250	28.750	NaN
2	2024-06-21	17700.0	Call	NDX YJHRU9GYJV72|NDX 31	2023-12-08 17:00:00	344.70	352.10	343.30	347.90	1.0	338.50	340.60	333.00	340.60	12.0	341.600	346.350	338.150	344.250	NaN
3	2023-12-15	16250.0	Put	NDX 32DFOI7YQBLLA|NDX 31	2023-12-08 17:00:00	228.50	232.40	225.60	228.40	1.0	218.70	222.50	212.90	212.90	1.0	223.600	227.450	219.250	220.650	NaN
4	2024-03-15	10100.0	Put	NDX 32FXA6J91UB3I|NDX 31	2023-12-08 17:00:00	8.90	9.00	8.90	8.90	4.0	7.20	7.20	7.00	7.00	4.0	8.050	8.100	7.950	7.950	NaN
5	2023-12-15	13525.0	Call	NDX YEBOEANKIMPA|NDX 31	2023-12-08 17:00:00	2573.30	2603.00	2567.20	2603.00	1.0	2560.30	2564.60	2471.70	2559.80	1.0	2566.800	2583.800	2519.450	2581.400	NaN
6	2023-12-15	13000.0	Call	NDX YEBOCKKXQIXA|NDX 31	2023-12-08 17:00:00	3097.40	3122.80	3091.30	3122.80	1.0	3084.40	3088.60	3071.10	3071.10	1.0	3090.900	3105.700	3081.200	3096.950	NaN
7	2024-09-20	17800.0	Call	NDX YLZDIRRHGUUM|NDX 31	2023-12-08 17:00:00	575.90	589.10	573.70	577.60	12.0	561.20	562.90	546.50	562.90	12.0	568.550	576.000	560.100	570.250	NaN
8	2023-12-15	16520.0	Call	NDX YEBOCS3ZSTJI|NDX 31	2023-12-08 17:00:00	15.70	16.80	15.40	16.80	6.0	14.70	15.60	14.40	15.60	15.0	15.200	16.200	14.900	16.200	NaN
9	2023-12-15	15700.0	Put	NDX 32DFOI17YAE9A|NDX 31	2023-12-08 17:00:00	26.60	32.90	26.00	30.10	12.0	25.20	25.90	17.00	20.60	4.0	25.900	29.400	21.500	25.350	NaN
10	2023-12-15	15340.0	Put	NDX 32DFOI7JOJ53I|NDX 31	2023-12-08 17:00:00	6.50	6.60	6.40	6.50	8.0	5.80	5.80	5.60	5.60	8.0	6.150	6.200	6.000	6.050	NaN
11	2023-12-15	14175.0	Put	NDX 32DFOJTM9Q06M|NDX 31	2023-12-08 17:00:00	1.40	1.70	1.35	1.45	10.0	0.85	1.00	0.70	0.75	10.0	1.125	1.350	1.025	1.100	NaN
12	2024-03-15	19200.0	Put	NDX 32FXA6JO3MRLA|NDX 31	2023-12-08 17:00:00	2870.70	2954.90	2866.30	2884.80	1.0	2857.60	2863.90	2778.20	2826.50	1.0	2864.150	2909.400	2822.250	2855.650	NaN
13	2024-03-15	14375.0	Put	NDX 32FXA8CTPFLNY|NDX 31	2023-12-08 17:00:00	116.30	117.60	115.80	117.00	13.0	113.30	114.20	112.60	113.00	12.0	114.800	115.900	114.200	115.000	NaN
14	2024-03-15	13725.0	Call	NDX YGTA2TV0886M|NDX 31	2023-12-08 17:00:00	2615.60	2694.80	2610.00	2648.50	1.0	2603.20	2607.60	2533.20	2591.60	1.0	2609.400	2651.200	2571.600	2620.050	NaN
15	2023-12-15	16690.0	Call	NDX YEBOCS6T0IDQ|NDX 31	2023-12-08 17:00:00	6.50	10.40	6.50	7.10	8.0	5.80	6.20	2.90	6.20	8.0	6.150	8.300	4.700	6.650	NaN
16	2023-12-15	6600.0	Put	NDX 32DFOI0SWHXRI|NDX 31	2023-12-08 17:00:00	0.30	0.30	0.30	0.30	2.0	NaN	NaN	NaN	NaN	NaN	0.300	0.300	0.300	0.300	NaN
17	2024-03-15	14500.0	Call	NDX YGTA13H4J7VY|NDX 31	2023-12-08 17:00:00	1909.10	1947.20	1903.60	1947.20	1.0	1897.30	1901.40	1817.70	1889.80	1.0	1903.200	1924.300	1860.650	1918.500	NaN
18	2024-03-15	17500.0	Put	NDX 32FXA6JLAF2R2|NDX 31	2023-12-08 17:00:00	1313.30	1328.80	1310.10	1328.80	1.0	1302.20	1307.50	1273.10	1273.10	1.0	1307.750	1318.150	1291.600	1300.950	NaN
19	2024-09-20	13400.0	Put	NDX 32L3DO7JERY26|NDX 31	2023-12-08 17:00:00	269.90	273.60	269.50	273.60	16.0	259.40	260.00	258.10	258.10	15.0	264.650	266.800	263.800	265.850	NaN
20	2023-12-15	13225.0	Put	NDX 32DFOJP95O19Q|NDX 31	2023-12-08 17:00:00	0.70	0.95	0.70	0.75	8.0	0.20	0.25	0.10	0.10	10.0	0.450	0.600	0.400	0.425	NaN
21	2023-12-15	14475.0	Call	NDX YEBOEF0OKLM6|NDX 31	2023-12-08 17:00:00	1625.00	1656.70	1619.00	1656.70	1.0	1612.10	1616.20	1596.90	1603.10	1.0	1618.550	1636.450	1607.950	1629.900	NaN
22	2024-09-20	10400.0	Call	NDX YLZDIRF8W372|NDX 31	2023-12-08 17:00:00	6117.40	6196.30	6110.50	6196.30	1.0	6093.80	6097.70	6027.40	6039.80	1.0	6105.600	6147.000	6068.950	6118.050	NaN
23	2023-12-15	15780.0	Call	NDX YEBOCRRR81VY|NDX 31	2023-12-08 17:00:00	355.90	362.80	350.70	362.80	2.0	344.40	349.30	339.20	346.20	2.0	350.150	356.050	344.950	354.500	NaN
24	2024-06-21	11600.0	Put	NDX 32ILRZP62N9KE|NDX 31	2023-12-08 17:00:00	65.20	72.60	65.10	70.20	11.0	61.40	61.50	56.30	57.90	11.0	63.300	67.050	60.700	64.050	NaN
25	2024-06-21	8600.0	Call	NDX YJHRU91WREPA|NDX 31	2023-12-08 17:00:00	7704.30	7781.50	7698.40	7781.50	1.0	7688.00	7692.70	7611.20	7623.50	1.0	7696.150	7737.100	7654.800	7702.500	NaN
26	2023-12-15	16080.0	Put	NDX 32DFOI7VX3WR2|NDX 31	2023-12-08 17:00:00	127.70	134.10	125.50	126.00	3.0	125.10	128.30	117.70	123.20	3.0	126.400	131.200	121.600	124.600	NaN
27	2024-06-21	19000.0	Put	NDX 32ILRZOQ16XXQ|NDX 31	2023-12-08 17:00:00	2521.50	2591.40	2517.40	2591.40	1.0	2506.50	2511.80	2430.10	2430.10	1.0	2514.000	2551.600	2473.750	2510.750	NaN
28	2024-03-15	13425.0	Put	NDX 32FXA88GLDMR2|NDX 31	2023-12-08 17:00:00	57.20	57.60	57.20	57.50	3.0	54.90	55.20	54.50	54.50	16.0	56.050	56.400	55.850	56.000	NaN
29	2024-03-15	14675.0	Call	NDX YGTA2Y84A73I|NDX 31	2023-12-08 17:00:00	1755.70	1835.20	1750.30	1793.70	1.0	1744.00	1748.30	1672.40	1737.40	1.0	1749.850	1791.750	1711.350	1765.550	NaN
30	2023-12-15	15950.0	Call	NDX YEBOCRUKFQQ6|NDX 31	2023-12-08 17:00:00	224.50	232.10	217.40	232.10	1.0	214.70	220.20	210.70	215.90	1.0	219.600	226.150	214.050	224.000	NaN
31	2024-03-15	7100.0	Call	NDX YGTA134VYG8E|NDX 31	2023-12-08 17:00:00	9073.70	9150.60	9068.40	9103.10	1.0	9060.40	9065.50	8988.70	9044.30	1.0	9067.050	9108.050	9028.550	9073.700	NaN
32	2023-12-15	10050.0	Put	NDX 32DFOI54702Z2|NDX 31	2023-12-08 17:00:00	1.20	1.20	0.30	1.20	3.0	NaN	NaN	NaN	NaN	NaN	1.200	1.200	0.300	1.200	NaN
33	2023-12-15	15170.0	Put	NDX 32DFOI7GVBG9A|NDX 31	2023-12-08 17:00:00	4.30	6.80	4.30	4.30	9.0	3.60	3.60	0.75	3.50	9.0	3.950	5.200	2.525	3.900	NaN
34	2024-09-20	16800.0	Put	NDX 32L3DO7P17BQM|NDX 31	2023-12-08 17:00:00	1116.80	1210.00	1112.00	1112.00	9.0	1100.60	1103.70	1023.30	1058.40	6.0	1108.700	1156.850	1067.650	1085.200	NaN
